quote_date,underlying_price
5/2/2013,1597.49
5/3/2013,1615.66
5/6/2013,1618.67
5/7/2013,1625.36
5/8/2013,1631.61
5/9/2013,1626.22
5/10/2013,1630.42
5/13/2013,1633.34
5/14/2013,1649.76
5/15/2013,1656.91
5/16/2013,1650.87
5/17/2013,1666.27
5/20/2013,1666.47
5/21/2013,1670.1
5/22/2013,1653.26
5/23/2013,1650.74
5/24/2013,1645.69
5/28/2013,1661.9
5/29/2013,1650.73
5/30/2013,1657.63
5/31/2013,1641.53
6/3/2013,1637.25
6/4/2013,1636.73
6/5/2013,1612.44
6/6/2013,1618.36
6/7/2013,1640.63
6/10/2013,1643.49
6/11/2013,1627.19
6/12/2013,1612.71
6/13/2013,1637.13
6/14/2013,1626.15
6/17/2013,1639.38
6/18/2013,1651.61
6/19/2013,1636.14
6/20/2013,1586.73
6/21/2013,1593.19
6/24/2013,1579.82
6/25/2013,1591.6
6/26/2013,1604.08
6/27/2013,1614.07
6/28/2013,1613.8
7/1/2013,1613.78
7/2/2013,1611.04
7/3/2013,1615.41
7/5/2013,1628.15
7/8/2013,1639.67
7/9/2013,1653.2
7/10/2013,1652.63
7/11/2013,1676.16
7/12/2013,1677.04
7/15/2013,1682.9
7/16/2013,1675.04
7/17/2013,1679.77
7/18/2013,1687.85
7/19/2013,1691.4
7/22/2013,1694.91
7/23/2013,1693.24
7/24/2013,1685.12
7/25/2013,1690.26
7/26/2013,1689.61
7/29/2013,1686.4
7/30/2013,1687.97
7/31/2013,1688.78
8/1/2013,1707.22
8/2/2013,1707.72
8/5/2013,1707.71
8/6/2013,1698.57
8/7/2013,1692.85
8/8/2013,1698.91
8/9/2013,1691.71
8/12/2013,1689.86
8/13/2013,1694.23
8/14/2013,1686.65
8/15/2013,1661.56
8/16/2013,1659.14
8/19/2013,1646.76
8/20/2013,1655.81
8/21/2013,1647.69
8/22/2013,1658.34
8/23/2013,1662.49
8/26/2013,1660.85
8/27/2013,1631.35
8/28/2013,1637.66
8/29/2013,1639.23
8/30/2013,1630.43
9/3/2013,1640.82
9/4/2013,1652.55
9/5/2013,1654.81
9/6/2013,1658.34
9/9/2013,1670.26
9/10/2013,1682.14
9/11/2013,1686.43
9/12/2013,1684.05
9/13/2013,1686.91
9/16/2013,1695.4
9/17/2013,1704.45
9/18/2013,1725.27
9/19/2013,1723.32
9/20/2013,1711.43
9/23/2013,1703.42
9/24/2013,1700.36
9/25/2013,1695.24
9/26/2013,1696.29
9/27/2013,1691.61
9/30/2013,1679.07
10/1/2013,1691.25
10/2/2013,1691.07
10/3/2013,1681.75
10/4/2013,1688.2
10/7/2013,1679.55
10/8/2013,1660.56
10/9/2013,1658.88
10/10/2013,1689.99
10/11/2013,1700.21
10/14/2013,1709.2
10/15/2013,1698.53
10/16/2013,1718.44
10/17/2013,1731.43
10/18/2013,1741.86
10/21/2013,1743.02
10/22/2013,1756
10/23/2013,1746.33
10/24/2013,1750.83
10/25/2013,1757.77
10/28/2013,1761.3
10/29/2013,1769.68
10/30/2013,1765.55
10/31/2013,1762.32
11/1/2013,1762.29
11/4/2013,1766.75
11/5/2013,1763.77
11/6/2013,1768.84
11/7/2013,1748.18
11/8/2013,1767.61
11/11/2013,1772.04
11/12/2013,1767.69
11/13/2013,1778.74
11/14/2013,1791.52
11/15/2013,1796.8
11/18/2013,1790.92
11/19/2013,1787.48
11/20/2013,1781.01
11/21/2013,1795.95
11/22/2013,1804.15
11/25/2013,1801.82
11/26/2013,1807.53
11/27/2013,1807.63
11/29/2013,1805.81
12/2/2013,1800.4
12/3/2013,1792.75
12/4/2013,1795.89
12/5/2013,1785.31
12/6/2013,1802.22
12/9/2013,1807.91
12/10/2013,1804.23
12/11/2013,1781.64
12/12/2013,1777.84
12/13/2013,1777.69
12/16/2013,1788.11
12/17/2013,1781.52
12/18/2013,1809.85
12/19/2013,1809.91
12/20/2013,1820.2
12/23/2013,1828.61
12/24/2013,1833.32
12/26/2013,1842.57
12/27/2013,1841.26
12/30/2013,1840.1
12/31/2013,1846.06
1/2/2014,1832.29
1/3/2014,1834.46
1/6/2014,1828.48
1/7/2014,1839.38
1/8/2014,1835.13
1/9/2014,1838.7
1/10/2014,1842.23
1/13/2014,1815.99
1/14/2014,1838.32
1/15/2014,1848.47
1/16/2014,1844.15
1/17/2014,1835.9
1/21/2014,1843.11
1/22/2014,1845.37
1/23/2014,1827.25
1/24/2014,1794.98
1/27/2014,1787.25
1/28/2014,1792.39
1/29/2014,1775.29
1/30/2014,1795.76
1/31/2014,1784.89
2/3/2014,1743.18
2/4/2014,1755.41
2/5/2014,1753.6
2/6/2014,1772.81
2/7/2014,1796.65
2/10/2014,1798.71
2/11/2014,1821.24
2/12/2014,1819.25
2/13/2014,1828.98
2/14/2014,1838.44
2/18/2014,1841.71
2/19/2014,1829.52
2/20/2014,1841.06
2/21/2014,1838.76
2/24/2014,1850.83
2/25/2014,1843.86
2/26/2014,1844.95
2/27/2014,1853.14
2/28/2014,1859.42
3/3/2014,1844.31
3/4/2014,1876.08
3/5/2014,1872.17
3/6/2014,1878.25
3/7/2014,1875.34
3/10/2014,1875.95
3/11/2014,1866.11
3/12/2014,1865.28
3/13/2014,1846.88
3/14/2014,1842.74
3/17/2014,1856.97
3/18/2014,1871.16
3/19/2014,1863.42
3/20/2014,1870.49
3/21/2014,1866.07
3/24/2014,1861.52
3/25/2014,1867.77
3/26/2014,1857.35
3/27/2014,1850.01
3/28/2014,1856.12
3/31/2014,1873.12
4/1/2014,1883.3
4/2/2014,1892.97
4/3/2014,1889.43
4/4/2014,1866.43
4/7/2014,1848.64
4/8/2014,1852.92
4/9/2014,1871.5
4/10/2014,1837.87
4/11/2014,1820.35
4/14/2014,1826.05
4/15/2014,1839.25
4/16/2014,1860.63
4/17/2014,1866.42
4/21/2014,1870.32
4/22/2014,1880.36
4/23/2014,1876.23
4/24/2014,1878.22
4/25/2014,1864.73
4/28/2014,1872.99
4/29/2014,1877.5
4/30/2014,1884.66
5/1/2014,1881.04
5/2/2014,1880.22
5/5/2014,1883.09
5/6/2014,1870.35
5/7/2014,1877.47
5/8/2014,1873.89
5/9/2014,1877.88
5/12/2014,1896.73
5/13/2014,1897.69
5/14/2014,1887.47
5/15/2014,1871.23
5/16/2014,1877.07
5/19/2014,1885.36
5/20/2014,1875.11
5/21/2014,1887.54
5/22/2014,1893.97
5/23/2014,1900.88
5/27/2014,1912.26
5/28/2014,1912.71
5/29/2014,1918.24
5/30/2014,1922.29
6/2/2014,1925.17
6/3/2014,1924.33
6/4/2014,1927.96
6/5/2014,1939.57
6/6/2014,1946.3
6/9/2014,1949.56
6/10/2014,1949.51
6/11/2014,1945.67
6/12/2014,1927.79
6/13/2014,1932.2
6/16/2014,1936.67
6/17/2014,1943.58
6/18/2014,1956.96
6/19/2014,1959.19
6/20/2014,1963
6/23/2014,1961.39
6/24/2014,1950.81
6/25/2014,1960.47
6/26/2014,1956.78
6/27/2014,1960.31
6/30/2014,1958.91
7/1/2014,1975.67
7/2/2014,1973.3
7/3/2014,1985.44
7/7/2014,1975.98
7/8/2014,1964.3
7/9/2014,1973.96
7/10/2014,1966.48
7/11/2014,1968.08
7/14/2014,1976.57
7/15/2014,1973.44
7/16/2014,1980.86
7/17/2014,1956.75
7/18/2014,1976.91
7/21/2014,1974.66
7/22/2014,1984.07
7/23/2014,1988.4
7/24/2014,1988.9
7/25/2014,1976.91
7/28/2014,1979.51
7/29/2014,1972.21
7/30/2014,1971.66
7/31/2014,1933.61
8/1/2014,1927.97
8/4/2014,1942.39
8/5/2014,1921.28
8/6/2014,1920.4
8/7/2014,1907.97
8/8/2014,1930.87
8/11/2014,1936.24
8/12/2014,1934.94
8/13/2014,1946.22
8/14/2014,1953.74
8/15/2014,1953.63
8/18/2014,1969.76
8/19/2014,1981.56
8/20/2014,1988.33
8/21/2014,1993.18
8/22/2014,1988.29
8/25/2014,1998.66
8/26/2014,2001.16
8/27/2014,1999.11
8/28/2014,1997.94
8/29/2014,2001.44
9/2/2014,2001.46
9/3/2014,1999.8
9/4/2014,1994.57
9/5/2014,2005.78
9/8/2014,2001.95
9/9/2014,1987.49
9/10/2014,1995.46
9/11/2014,1995.66
9/12/2014,1983.88
9/15/2014,1984.06
9/16/2014,1999.95
9/17/2014,2002.31
9/18/2014,2011.27
9/19/2014,2013.51
9/22/2014,1995.76
9/23/2014,1988.14
9/24/2014,1998.58
9/25/2014,1972.53
9/26/2014,1982.19
9/29/2014,1977.11
9/30/2014,1976.84
10/1/2014,1948.17
10/2/2014,1945.49
10/3/2014,1967.78
10/6/2014,1966.04
10/7/2014,1938.57
10/8/2014,1968.98
10/9/2014,1932.85
10/10/2014,1912.47
10/13/2014,1880.34
10/14/2014,1879.72
10/15/2014,1868.23
10/16/2014,1863.74
10/17/2014,1890.64
10/20/2014,1903.52
10/21/2014,1939.36
10/22/2014,1929.45
10/23/2014,1952.57
10/24/2014,1963.77
10/27/2014,1962.29
10/28/2014,1982.65
10/29/2014,1983.78
10/30/2014,1990.36
10/31/2014,2014.91
11/3/2014,2015.09
11/4/2014,2011.49
11/5/2014,2022.05
11/6/2014,2029.57
11/7/2014,2028.9
11/10/2014,2036.36
11/11/2014,2039.02
11/12/2014,2039.94
11/13/2014,2040.05
11/14/2014,2039.49
11/17/2014,2040.99
11/18/2014,2054.61
11/19/2014,2047.52
11/20/2014,2052.59
11/21/2014,2063.19
11/24/2014,2068.17
11/25/2014,2068.88
11/26/2014,2071.71
11/28/2014,2067.56
12/1/2014,2054.44
12/2/2014,2065.65
12/3/2014,2075.53
12/4/2014,2069.36
12/5/2014,2072
12/8/2014,2059.85
12/9/2014,2057.99
12/10/2014,2029.28
12/11/2014,2039.16
12/12/2014,2008.76
12/15/2014,1993.38
12/16/2014,1979.01
12/17/2014,2014.06
12/18/2014,2053.49
12/19/2014,2075.39
12/22/2014,2077.69
12/23/2014,2084.16
12/24/2014,2081.8799
12/26/2014,2090.55
12/29/2014,2092.83
12/30/2014,2082.3
12/31/2014,2065.12
1/2/2015,2058.25
1/5/2015,2022.79
1/6/2015,2011.14
1/7/2015,2023.98
1/8/2015,2059.31
1/9/2015,2049.56
1/12/2015,2028.16
1/13/2015,2026.57
1/14/2015,2009.49
1/15/2015,1998.87
1/16/2015,2016.45
1/20/2015,2023.75
1/21/2015,2032.82
1/22/2015,2062.3899
1/23/2015,2054.1899
1/26/2015,2054.1399
1/27/2015,2034.04
1/28/2015,2004.0699
1/29/2015,2021.92
1/30/2015,1998.75
2/2/2015,2019.81
2/3/2015,2047.8199
2/4/2015,2042.37
2/5/2015,2062.3899
2/6/2015,2050.63
2/9/2015,2047.86
2/10/2015,2070.6001
2/11/2015,2069.3401
2/12/2015,2087.3201
2/13/2015,2095.27
2/17/2015,2097.3701
2/18/2015,2097.55
2/19/2015,2097.3501
2/20/2015,2109.8
2/23/2015,2107.51
2/24/2015,2117.31
2/25/2015,2112.3
2/26/2015,2110.79
2/27/2015,2104.3301
3/2/2015,2116.7
3/3/2015,2106.8201
3/4/2015,2098.6101
3/5/2015,2101.39
3/6/2015,2067.94
3/9/2015,2080.3301
3/10/2015,2049.8
3/11/2015,2041.83
3/12/2015,2065.84
3/13/2015,2050.56
3/16/2015,2079.51
3/17/2015,2075.69
3/18/2015,2098.92
3/19/2015,2088.96
3/20/2015,2110.76
3/23/2015,2109.27
3/24/2015,2093.8
3/25/2015,2066.08
3/26/2015,2057.85
3/27/2015,2061.92
3/30/2015,2088
3/31/2015,2069.78
4/1/2015,2055.28
4/2/2015,2068.44
4/6/2015,2083.3301
4/7/2015,2079.1201
4/8/2015,2081.07
4/9/2015,2090.55
4/10/2015,2101.98
4/13/2015,2095.36
4/14/2015,2096.19
4/15/2015,2106.98
4/16/2015,2106.35
4/17/2015,2082.07
4/20/2015,2100.02
4/21/2015,2097.46
4/22/2015,2107.07
4/23/2015,2116.09
4/24/2015,2117.75
4/27/2015,2109.44
4/28/2015,2114.19
4/29/2015,2106.16
4/30/2015,2081.73
5/1/2015,2105.42
5/4/2015,2115.6201
5/5/2015,2092.46
5/6/2015,2074.38
5/7/2015,2086.46
5/8/2015,2115.8601
5/11/2015,2108.6799
5/12/2015,2100.51
5/13/2015,2097.53
5/14/2015,2118.76
5/15/2015,2121.21
5/18/2015,2130.69
5/19/2015,2125.94
5/20/2015,2126.86
5/21/2015,2133.11
5/22/2015,2129.73
5/26/2015,2105.57
5/27/2015,2124.53
5/28/2015,2119.76
5/29/2015,2111.92
6/1/2015,2112.86
6/2/2015,2110.08
6/3/2015,2115.06
6/4/2015,2094.71
6/5/2015,2092.07
6/8/2015,2082.3601
6/9/2015,2079.65
6/10/2015,2106.04
6/11/2015,2109.21
6/12/2015,2094.87
6/15/2015,2085.96
6/16/2015,2095.63
6/17/2015,2101.85
6/18/2015,2122.91
6/19/2015,2112.05
6/22/2015,2123.64
6/23/2015,2124.38
6/24/2015,2111.96
6/25/2015,2103.6
6/26/2015,2101.6
6/29/2015,2059.62
6/30/2015,2063.71
7/1/2015,2075.01
7/2/2015,2076.64
7/6/2015,2065.6
7/7/2015,2078.75
7/8/2015,2051.17
7/9/2015,2056.11
7/10/2015,2079.21
7/13/2015,2099.77
7/14/2015,2109.86
7/15/2015,2106
7/16/2015,2123.4
7/17/2015,2125.96
7/20/2015,2127.14
7/21/2015,2119.48
7/22/2015,2110.83
7/23/2015,2101.3
7/24/2015,2078.9399
7/27/2015,2064.6201
7/28/2015,2094.01
7/29/2015,2109.4099
7/30/2015,2109.28
7/31/2015,2103.9099
8/3/2015,2096.51
8/4/2015,2092.9099
8/5/2015,2100.0901
8/6/2015,2083.45
8/7/2015,2075.8501
8/10/2015,2102.95
8/11/2015,2084.98
8/12/2015,2085.79
8/13/2015,2082.99
8/14/2015,2091.45
8/17/2015,2100.99
8/18/2015,2095.21
8/19/2015,2083.47
8/20/2015,2045.77
8/21/2015,1981.84
8/24/2015,1915.27
8/25/2015,1889.85
8/26/2015,1940.57
8/27/2015,1976.74
8/28/2015,1980.52
8/31/2015,1976.85
9/1/2015,1907.45
9/2/2015,1938.4301
9/3/2015,1948.09
9/4/2015,1925.12
9/8/2015,1966.33
9/9/2015,1942.9301
9/10/2015,1947.4301
9/11/2015,1955.4301
9/14/2015,1950.3
9/15/2015,1981.3101
9/16/2015,1995.83
9/17/2015,1995.09
9/18/2015,1954.46
9/21/2015,1963.6801
9/22/2015,1944.1899
9/23/2015,1939.83
9/24/2015,1933.79
9/25/2015,1933.1
9/28/2015,1886.22
9/29/2015,1877.4399
9/30/2015,1918
10/1/2015,1916.62
10/2/2015,1945.86
10/5/2015,1985.17
10/6/2015,1980.09
10/7/2015,1993.24
10/8/2015,2011.59
10/9/2015,2015.91
10/12/2015,2017.0601
10/13/2015,2002.02
10/14/2015,1995.25
10/15/2015,2021.5601
10/16/2015,2031.96
10/19/2015,2031.0699
10/20/2015,2031.74
10/21/2015,2020.45
10/22/2015,2052.2
10/23/2015,2075.05
10/26/2015,2070.52
10/27/2015,2064.6399
10/28/2015,2087.1799
10/29/2015,2092.3899
10/30/2015,2084.25
11/2/2015,2105.8999
11/3/2015,2109.6799
11/4/2015,2099.72
11/5/2015,2102.5801
11/6/2015,2096.27
11/9/2015,2080.4099
11/10/2015,2081.8301
11/11/2015,2077.23
11/12/2015,2049.4299
11/13/2015,2024.51
11/16/2015,2050.04
11/17/2015,2052.5701
11/18/2015,2080.4399
11/19/2015,2080.98
11/20/2015,2089.28
11/23/2015,2085.95
11/24/2015,2090.48
11/25/2015,2090.3301
11/27/2015,2090.1101
11/30/2015,2082.4299
12/1/2015,2100.6699
12/2/2015,2080.8201
12/3/2015,2048.24
12/4/2015,2091.28
12/7/2015,2075.1499
12/8/2015,2063.98
12/9/2015,2048.6899
12/10/2015,2054.99
12/11/2015,2010.72
12/14/2015,2012.66
12/15/2015,2044.9399
12/16/2015,2074.0901
12/17/2015,2051.3501
12/18/2015,2015.79
12/21/2015,2012.87
12/22/2015,2036.66
12/23/2015,2062.6201
12/24/2015,2060.99
12/28/2015,2055.1699
12/29/2015,2077.8501
12/30/2015,2066.1399
12/31/2015,2049.95
1/4/2016,2003.8199
1/5/2016,2017.29
1/6/2016,1989.66
1/7/2016,1945.49
1/8/2016,1927.11
1/11/2016,1929.8199
1/12/2016,1940.99
1/13/2016,1894.53
1/14/2016,1924.86
1/15/2016,1880.05
1/19/2016,1885.27
1/20/2016,1866.46
1/21/2016,1876.53
1/22/2016,1906.1801
1/25/2016,1876.62
1/26/2016,1904.07
1/27/2016,1881.59
1/28/2016,1891.97
1/29/2016,1933.39
2/1/2016,1946.12
2/2/2016,1904.59
2/3/2016,1911.01
2/4/2016,1915.4399
2/5/2016,1876.67
2/8/2016,1853.83
2/9/2016,1853.96
2/10/2016,1853.9301
2/11/2016,1838.51
2/12/2016,1862.02
2/16/2016,1893.34
2/17/2016,1926.58
2/18/2016,1917.86
2/19/2016,1917.32
2/22/2016,1944.4
2/23/2016,1924.24
2/24/2016,1927.89
2/25/2016,1948.0699
2/26/2016,1950.17
2/29/2016,1939.1
3/1/2016,1973.99
3/2/2016,1983.14
3/3/2016,1992.28
3/4/2016,2000.79
3/7/2016,1999.75
3/8/2016,1981.8
3/9/2016,1987.33
3/10/2016,1986.61
3/11/2016,2021.25
3/14/2016,2022.6
3/15/2016,2013.17
3/16/2016,2029.6
3/17/2016,2044.49
3/18/2016,2049.97
3/21/2016,2050.29
3/22/2016,2050.6499
3/23/2016,2036.9301
3/24/2016,2035.04
3/28/2016,2039.35
3/29/2016,2053.8101
3/30/2016,2066.0901
3/31/2016,2061.78
4/1/2016,2073.51
4/4/2016,2062.99
4/5/2016,2046.67
4/6/2016,2064.8
4/7/2016,2039.8101
4/8/2016,2043.6801
4/11/2016,2043.14
4/12/2016,2060.49
4/13/2016,2081.76
4/14/2016,2083.52
4/15/2016,2079.98
4/18/2016,2094.23
4/19/2016,2099.75
4/20/2016,2102.8701
4/21/2016,2092.03
4/22/2016,2089.8101
4/25/2016,2084.8899
4/26/2016,2090.71
4/27/2016,2099.06
4/28/2016,2076.2
4/29/2016,2065.55
5/2/2016,2082.92
5/3/2016,2060.16
5/4/2016,2053.03
5/5/2016,2049.8
5/6/2016,2053.31
5/9/2016,2060.3101
5/10/2016,2083.51
5/11/2016,2065.52
5/12/2016,2065.9
5/13/2016,2048.08
5/16/2016,2067.9299
5/17/2016,2045.13
5/18/2016,2042.02
5/19/2016,2039
5/20/2016,2050.02
5/23/2016,2050.95
5/24/2016,2077.23
5/25/2016,2092.03
5/26/2016,2091.72
5/27/2016,2097.6299
5/31/2016,2095.92
6/1/2016,2100.1799
6/2/2016,2102.8
6/3/2016,2101.29
6/6/2016,2111.53
6/7/2016,2112.3101
6/8/2016,2118.8799
6/9/2016,2116.8501
6/10/2016,2093.77
6/13/2016,2080.1799
6/14/2016,2075.0901
6/15/2016,2074.3401
6/16/2016,2079.33
6/17/2016,2070.78
6/20/2016,2088.22
6/21/2016,2089.8401
6/22/2016,2086.53
6/23/2016,2107.8701
6/24/2016,2042.1
6/27/2016,2001.67
6/28/2016,2033.16
6/29/2016,2069.4399
6/30/2016,2092.96
7/1/2016,2103.4099
7/5/2016,2090.31
7/6/2016,2098.94
7/7/2016,2097.07
7/8/2016,2127.4399
7/11/2016,2138.6799
7/12/2016,2151.8
7/13/2016,2153.45
7/14/2016,2163.67
7/15/2016,2161.3701
7/18/2016,2167.79
7/19/2016,2162.26
7/20/2016,2174.49
7/21/2016,2162.62
7/22/2016,2174.6399
7/25/2016,2166.6001
7/26/2016,2168.5701
7/27/2016,2170.56
7/28/2016,2172.1599
7/29/2016,2174.3799
8/1/2016,2169.5901
8/2/2016,2157.46
8/3/2016,2160.1899
8/4/2016,2164.6799
8/5/2016,2182.05
8/8/2016,2179.1799
8/9/2016,2181.66
8/10/2016,2173.4399
8/11/2016,2187.6599
8/12/2016,2184.56
8/15/2016,2191.6599
8/16/2016,2181.25
8/17/2016,2182.23
8/18/2016,2185.78
8/19/2016,2183.71
8/22/2016,2182.8701
8/23/2016,2187.78
8/24/2016,2172.5601
8/25/2016,2171.96
8/26/2016,2169.4399
8/29/2016,2179.8701
8/30/2016,2175.55
8/31/2016,2171.0801
9/1/2016,2168.3999
9/2/2016,2180.02
9/6/2016,2184.1499
9/7/2016,2185.44
9/8/2016,2182.6001
9/9/2016,2134.55
9/12/2016,2162.81
9/13/2016,2126.17
9/14/2016,2125.1499
9/15/2016,2149.28
9/16/2016,2139.75
9/19/2016,2141.1499
9/20/2016,2143.1101
9/21/2016,2163.54
9/22/2016,2178.78
9/23/2016,2166.6699
9/26/2016,2146.6201
9/27/2016,2159.9199
9/28/2016,2169.15
9/29/2016,2156.31
9/30/2016,2174.39
10/3/2016,2162.53
10/4/2016,2152.15
10/5/2016,2160.75
10/6/2016,2161.04
10/7/2016,2154.96
10/10/2016,2163.6699
10/11/2016,2136.8
10/12/2016,2140.6299
10/13/2016,2134.4199
10/14/2016,2137.79
10/17/2016,2126.49
10/18/2016,2139.96
10/19/2016,2146.5
10/20/2016,2140.3999
10/21/2016,2140.6699
10/24/2016,2150.29
10/25/2016,2143.28
10/26/2016,2140.55
10/27/2016,2133.8301
10/28/2016,2126.54
10/31/2016,2127.72
11/1/2016,2109.3501
11/2/2016,2102.59
11/3/2016,2085.3899
11/4/2016,2087.84
11/7/2016,2126.18
11/8/2016,2143.17
11/9/2016,2164.35
11/10/2016,2167.9
11/11/2016,2162.1
11/14/2016,2163.04
11/15/2016,2179.9199
11/16/2016,2176.46
11/17/2016,2186.1599
11/18/2016,2184.5801
11/21/2016,2196.03
11/22/2016,2203.3701
11/23/2016,2203.74
11/25/2016,2213.3501
11/28/2016,2201.29
11/29/2016,2204.1399
11/30/2016,2203.8101
12/1/2016,2189.1399
12/2/2016,2191.9399
12/5/2016,2204.5701
12/6/2016,2209.8799
12/7/2016,2239.8799
12/8/2016,2247.1201
12/9/2016,2257.9199
12/12/2016,2255.5901
12/13/2016,2274.24
12/14/2016,2258.65
12/15/2016,2263.23
12/16/2016,2254.3799
12/19/2016,2261.3601
12/20/2016,2268.8501
12/21/2016,2266.8501
12/22/2016,2259.45
12/23/2016,2262.6699
12/27/2016,2270.02
12/28/2016,2249.53
12/29/2016,2248.51
12/30/2016,2235.9299
1/3/2017,2252.9199
1/4/2017,2272.1599
1/5/2017,2267.5801
1/6/2017,2279.9099
1/9/2017,2271.74
1/10/2017,2272.26
1/11/2017,2272.97
1/12/2017,2270.02
1/13/2017,2275.8401
1/17/2017,2266.0701
1/18/2017,1945.86
1/19/2017,1945.86
1/20/2017,1945.86
